Merk;Mediumtype;Creatives;Campaign Code;Spend;Objective;Valence;Bekende Personen;Humor;DBA - Slogan;DBA - Karakter;DBA - Style Keuze;DBA - Kleur van logo;DBA - Soundlogo;Music Type;Mystery Ad;Voice-over;Logo Start;Logo End;Logo Visible;Dier;Personen;Logo Locatie;Kijkrichting;Doelgroep;MVO;Imago;CoT resultaten, exclusief ceps;CEP_01;CEP_02;CEP_03;CEP_04;CEP_05;CEP_06;CEP_07;CEP_08;CEP_09;CEP_10;CEP_11;CoT ceps keuze met verantwoording
BEN;Social Media;https://adintel.nl.nielsen.com/kreationserver/kreation/18/327700667?0000000000005CNEQHTlNMVS5eUl9RC1d7BQIOW18Ee18HD1sIAX0AAwpRXVMtBwVORUwMK0RcTlheS31VUEJbXVFhVFJeU11Vf1ZEEQ**;327700667;2 181;Sales;Functioneel;FALSE;FALSE;TRUE;FALSE;TRUE;Aanwezig (dominant);TRUE;Instrumentaal;TRUE;Aanwezig (geheel);FALSE;TRUE;Afwezig;FALSE;FALSE;Centraal;Afwezig;Generatie Z;Afwezig;Toegankelijk;De advertentie heeft als hoofddoel 'Sales' omdat het direct een specifieke aanbieding (30GB voor â‚¬10) promoot om verkoop te stimuleren. De benadering is 'Functioneel' door de focus op concrete voordelen zoals de hoeveelheid data en de prijs. Er zijn geen 'Bekende Personen' of 'Humor' aanwezig. De bekende slogan 'De beste deals zonder poespas' en het 'Soundlogo' van Ben worden gebruikt, wat de herkenbaarheid versterkt. De 'Style Keuze' en de dominante aanwezigheid van de blauwe merkkleur zijn consistent met de merkidentiteit van Ben. De advertentie is geen 'Mystery Ad' (en wordt dus als 'True' gecodeerd volgens de verstrekte, omgekeerde definitie), want de naam Ben is vanaf de eerste seconde te horen en te zien. Een 'Voice-over' is gedurende de hele video aanwezig om de deal uit te leggen. Het logo wordt niet aan het begin getoond, maar wel prominent 'Centraal' aan het einde. Omdat er geen 'Personen' in de video zijn, is 'Kijkrichting' afwezig. De doelgroep is 'Generatie Z', gezien het sociale media format (Reel) en de focus op veel data voor een lage prijs. MVO-thema's zijn afwezig. Het imago dat wordt uitgestraald is 'Toegankelijk' door de nadruk op een goede deal zonder poespas.;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;De analyse van de Category Entry Points (CEPs) voor deze Ben-advertentie is als volgt: CEP_01 (Prijs) is duidelijk aanwezig ('True'), aangezien de lage prijs van 'â‚¬10,- /mnd' prominent in beeld komt en door de voice-over wordt benadrukt. CEP_02 (Aanbieding) is ook aanwezig ('True'), omdat de hele commercial draait om de 'Dubbel Dikke Data weken', een tijdelijke actie waarbij de klant extra data krijgt (15GB + 15GB). Dit wordt visueel en auditief gecommuniceerd. Alle andere CEP's zijn afwezig ('False'). Er wordt niet gesproken over Snelheid/5G (CEP_03), Netwerkdekking (CEP_04), Bundel/Combi-voordeel (CEP_05), Unlimited data (CEP_06, het is een vaste bundel van 30GB), Bundelgrootte/flexibiliteit (CEP_07, de focus ligt op de actie, niet op keuzevrijheid), Netwerkkwaliteit (CEP_08), TV/Streaming-aanbod (CEP_09), Klantenservice (CEP_10) of Duurzaamheid (CEP_11). De boodschap is zeer gericht op de prijs en de specifieke aanbieding.
BEN;Social Media;https://adintel.nl.nielsen.com/kreationserver/kreation/18/293890097?0000000000005CNEQHTlNMBylTAFwIDVQpVVNVW15QLV5UVFANXClQVQ1aXVYsX1ZORUwMK0RcTlheS31VUEJbXVFhVFJeU11Vf1ZEEQ**;293890097;2 150;Sales;Functioneel;FALSE;FALSE;TRUE;FALSE;TRUE;Aanwezig (dominant);TRUE;Instrumentaal;TRUE;Aanwezig (geheel);FALSE;TRUE;Afwezig;FALSE;TRUE;Centraal;Lezer;Millennials;Afwezig;Toegankelijk;"De advertentie is gericht op Sales omdat er een specifieke deal wordt gepromoot (â‚¬10/maand voor een Samsung A55 met abonnement) om directe verkoop te stimuleren. De benadering is Functioneel, met een focus op de concrete voordelen zoals prijs, data (15 GB), en een gratis product. Er worden geen bekende personen of humor gebruikt. De bekende Ben-slogan 'De beste deals zonder poespas' wordt aan het einde getoond, evenals het herkenbare soundlogo. De huisstijl is consistent (DBA Style Keuze: True), met de dominante blauwe merkkleur. De advertentie is geen Mystery Ad; het merk Ben wordt direct genoemd (de schema-uitleg dicteert 'True' als het merk direct duidelijk is). Een voice-over is bijna de gehele video aanwezig. Het logo verschijnt alleen aan het einde, centraal in beeld. Er komt een persoon in voor die naar de kijker kijkt. De doelgroep is waarschijnlijk Millennials, gezien de focus op een goede deal met een ruime databundel. MVO-thema's zijn afwezig. Het imago is Toegankelijk, wat wordt onderstreept door de lage prijs en de 'zonder poespas' boodschap.";TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;De selectie van de CEP's is gebaseerd op de expliciete boodschappen in de advertentie. CEP_01 (Prijs) is aanwezig omdat de prijs van 'â‚¬10,00 per maand' centraal staat en er wordt gesproken over 'zonder aansluitkosten'. CEP_02 (Aanbieding) is aanwezig omdat de hele commercial is opgezet als een tijdelijke actie ('De komende weken is het Hebbes! bij Ben'), de term 'Deals' wordt gebruikt en er een gratis product ('Galaxy Fit3 cadeau') wordt weggegeven. Alle overige CEP's (3 t/m 11) zijn afwezig. De advertentie noemt niets over internetsnelheid/5G, netwerkdekking, combi-voordeel, unlimited data, bundelflexibiliteit, netwerkkwaliteit, TV/streaming-aanbod, klantenservice of duurzaamheid. De focus ligt volledig op de specifieke, voordelige deal.
BEN;Social Media;https://adintel.nl.nielsen.com/kreationserver/kreation/18/312778957?0000000000005CNEQHTlNMUXoEAlpQW10qU1INDQ1VfwQDWg1fXXtQU1tdDAAuA1NORUwMK0RcTlheS31VUEJbXVFhVFJeU11Vf1ZEEQ**;312778957;3 702;Branding;Emotioneel;FALSE;TRUE;TRUE;FALSE;TRUE;Aanwezig (dominant);TRUE;Instrumentaal;FALSE;Afwezig;FALSE;TRUE;Afwezig;FALSE;TRUE;Centraal;Lezer;Algemeen;Afwezig;Toegankelijk;"Objectief: De commercial focust op het versterken van de merkidentiteit ('zonder poespas') en niet op de verkoop van een specifiek product, dus Branding. Valence: De boodschap wordt overgebracht via een humoristische, herkenbare situatie (patat bestellen), wat inspeelt op emotie. Humor: De interactie tussen de overenthousiaste medewerker en de nuchtere klant is duidelijk humoristisch bedoeld. DBA - Slogan: De slogan 'De beste deals zonder poespas' wordt aan het einde prominent getoond en uitgesproken. DBA - Style Keuze: De no-nonsense, humoristische en simpele stijl is kenmerkend voor Ben. DBA - Kleur van logo: De eindkaart is volledig in de lichtblauwe merkkleur van Ben, wat dominant is. DBA - Soundlogo: Een kort, herkenbaar geluidje klinkt bij het verschijnen van het logo op het einde. Music Type: Er is lichte, instrumentale achtergrondmuziek te horen. Mystery Ad: De afzender, Ben, wordt pas aan het einde onthuld, waardoor het een mystery ad is (False volgens de definitie 'Het is NIET direct duidelijk'). Voice-over: Alle spraak komt van de zichtbare acteurs; er is geen externe verteller. Logo Start/End/Visible: Het logo verschijnt alleen op de eindkaart. Personen: Een snackbar-medewerkster en een klant staan centraal. Logo Locatie: Het logo staat centraal op de eindkaart. Kijkrichting: De personages kijken elkaar aan, maar kijken ook recht in de camera (naar de 'lezer'). Doelgroep: De boodschap 'simpel en goede deals' is breed, dus 'Algemeen', hoewel de stijl (POV) jonger aandoet. MVO: Geen maatschappelijke thema's. Imago: 'Zonder poespas' en 'beste deals' positioneert het merk als laagdrempelig en eenvoudig, dus Toegankelijk.";FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;De commercial draait volledig om de slogan 'De beste deals zonder poespas'. De overvloed aan keuzes voor patat ('poespas') wordt tegenover de simpele wens van de klant gezet. Dit is een metafoor voor de telecomwereld waar Ben zich positioneert als de simpele, voordelige keuze. Het sleutelwoord 'deals' in de slogan activeert direct CEP_02 (Aanbieding), aangezien dit focust op voordeel en acties. Hoewel 'beste deals' impliceert dat de prijs goed is (CEP_01), ligt de nadruk op het voordeel ('deal') en de eenvoud ('zonder poespas'), en niet op specifieke lage tarieven of transparante facturen zoals gedefinieerd in CEP_01. Alle andere CEP's zoals snelheid, dekking, bundels, etc., worden in de commercial niet genoemd of getoond.
BEN;Social Media;https://adintel.nl.nielsen.com/kreationserver/kreation/18/316446717?0000000000005CNEQHTlNMUH1VXg8MXVZ_UQIJWlpXeFJXXFBeBnxXVApZD11-U15ORUwMK0RcTlheS31VUEJbXVFhVFJeU11Vf1ZEEQ**;316446717;2 020;Sales;Functioneel;FALSE;TRUE;TRUE;FALSE;TRUE;Aanwezig (dominant);TRUE;Instrumentaal;FALSE;Aanwezig (deels);FALSE;TRUE;Afwezig;FALSE;TRUE;Centraal;Lezer;Millennials;Afwezig;Toegankelijk;De advertentie heeft als hoofddoel het verkopen van een specifieke deal (telefoon met abonnement), dus 'Sales'. De focus ligt op de functionele aspecten zoals prijs, data, en geen aansluitkosten, vandaar 'Functioneel'. De stijl, met de dominante blauwe merkkleur, de slogan 'De beste deals zonder poespas' en het soundlogo aan het einde, is zeer herkenbaar voor Ben ('DBA - Style Keuze', 'DBA - Kleur van logo', 'DBA - Slogan', 'DBA - Soundlogo'). De korte, licht humoristische clip van de man die een frietje eet, is een typisch 'Ben' stijlelement ('Humor'). Er worden geen bekende personen of mascottes gebruikt. Het merk wordt direct aan het begin genoemd, dus het is geen 'Mystery Ad'. Het imago is duidelijk 'Toegankelijk' vanwege de lage prijs en 'zonder poespas' boodschap. De doelgroep is gericht op waarde voor geld, wat goed past bij 'Millennials'.;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;De commercial legt een zeer sterke nadruk op de lage prijs met de expliciete vermelding 'voor maar â‚¬10 per maand', wat direct CEP_01 (Prijs) activeert. Daarnaast wordt het aanbod gepresenteerd als een 'deal' en wordt er een tijdelijk voordeel benadrukt ('Nu zonder aansluitkosten'), wat duidelijk een aanbieding is en dus CEP_02 (Aanbieding) rechtvaardigt. De specifieke bundelgrootte (15 GB) wordt genoemd, maar de focus ligt niet op keuze of flexibiliteit, dus CEP_07 is niet van toepassing. Andere aspecten zoals netwerksnelheid (CEP_03), dekking (CEP_04), kwaliteit (CEP_08) of klantenservice (CEP_10) worden in de advertentie niet benoemd.
BEN;Social Media;https://adintel.nl.nielsen.com/kreationserver/kreation/18/312740627?0000000000005CNEQHTlNMBn5XVgpaDwN4UwMOC1xVLV8CVQ9YAX1RVV5eDQR8VAJORUwMK0RcTlheS31VUEJbXVFhVFJeU11Vf1ZEEQ**;312740627;2 013;Sales;Functioneel;FALSE;FALSE;FALSE;FALSE;TRUE;Aanwezig (dominant);TRUE;Instrumentaal;FALSE;Aanwezig (geheel);TRUE;TRUE;Continu;FALSE;FALSE;Centraal;Afwezig;Algemeen;Afwezig;Toegankelijk;De advertentie heeft als hoofddoel 'Sales' omdat het een specifieke deal (â‚¬7,50 Sim Only) promoot met een directe call-to-action ('Kijk op ben.nl'). De benadering is 'Functioneel', met de nadruk op praktische voordelen zoals 'scherpe prijs' en 'zonder poespas'. Er zijn geen bekende personen, humor, dieren of personen aanwezig. De bekende slogan 'Ik ben. Ben.' wordt niet gebruikt. De stijl is wel herkenbaar ('DBA - Style Keuze': True) door de dominante aanwezigheid van de blauwe merkkleur en de eenvoudige animatie. Het herkenbare 'DBA - Soundlogo' is aan het einde te horen. De advertentie is geen 'Mystery Ad' (False), omdat het Ben-logo vanaf het begin continu zichtbaar is. Een voice-over is gedurende de hele video aanwezig. Het logo is zichtbaar aan het begin, einde en continu, voornamelijk centraal op de SIM-kaart. Omdat er geen personen zijn, is er geen kijkrichting. De doelgroep is 'Algemeen' door de brede aantrekkingskracht van een lage prijs. Er is geen MVO-thema. Het imago is 'Toegankelijk' vanwege de focus op eenvoud en betaalbaarheid.;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;CEP_01 (Prijs) is aanwezig omdat de 'scherpe prijs' en het bedrag 'â‚¬7,50' expliciet worden genoemd en getoond. Dit is de kern van de boodschap 'De beste deals zonder poespas'. CEP_02 (Aanbieding) is aanwezig door de sticker 'Nu tijdelijk zonder aansluitkosten', wat een duidelijke, tijdelijke actie is. CEP_07 (Bundelgrootte/flexibiliteit) is aanwezig omdat de advertentie de specifieke inhoud van de bundel ('10 GB', '200 min/sms') benoemt. Dit activeert de gedachte aan de omvang van de bundel die men koopt. Alle andere CEP's zijn afwezig, aangezien er geen claims worden gemaakt over snelheid, dekking, combi-voordeel, unlimited data, netwerkkwaliteit, tv-aanbod, klantenservice of duurzaamheid.
BEN;Social Media;https://adintel.nl.nielsen.com/kreationserver/kreation/18/339158717?0000000000005CNEQHTlNMVSpWBApeWlR-AF4JXVgGLFFeVFkLVS1UVlpbXFAuBARORUwMK0RcTlheS31VUEJbXVFhVFJeU11Vf1ZEEQ**;339158717;1 990;Sales;Functioneel;FALSE;FALSE;TRUE;FALSE;TRUE;Aanwezig (dominant);TRUE;Instrumentaal;TRUE;Aanwezig (geheel);FALSE;TRUE;Af en toe;FALSE;FALSE;Centraal;Afwezig;Generatie Z;Afwezig;Toegankelijk;De advertentie is een korte, geanimeerde social media post. Het Objectief is 'Sales' omdat de focus ligt op een directe verkoop van een specifieke deal ('Dubbel Dikke Data' voor â‚¬10) en een product (iPhone 16), met een 'Shop now' call-to-action. De Valence is 'Functioneel' omdat de boodschap volledig draait om de praktische voordelen: een grote hoeveelheid data voor een lage prijs. Er worden geen bekende personen of humor gebruikt. Diverse 'Distinctive Brand Assets' (DBA) van Ben zijn aanwezig: de slogan 'De beste deals zonder poespas' en het soundlogo aan het einde, de dominante blauwe merkkleur en een stijl die past bij het 'zonder poespas' imago. Het merk wordt direct aan het begin genoemd ('Nu bij Ben'), dus volgens de verwarrende schema-uitleg ('True: Het is direct duidelijk welk merk het is') wordt 'Mystery Ad' op True gezet. Een voice-over is gedurende de hele video aanwezig. Het logo verschijnt prominent aan het einde ('Logo End': True) maar niet aan het begin ('Logo Start': False) en staat dan centraal. Er zijn geen personen of dieren. De doelgroep is 'Generatie Z', gezien de focus op een grote databundel voor een lage prijs in combinatie met de nieuwste iPhone. Het imago is 'Toegankelijk' door de nadruk op een goede deal en eenvoud. Er is geen MVO-thema.;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;De selectie van CEPs is gebaseerd op de expliciete boodschappen in de advertentie. CEP_01 (Prijs) en CEP_02 (Aanbieding) zijn de absolute kern van de commercial. De hele boodschap is opgebouwd rond de 'Dubbel Dikke Data' actie, waarbij je 30GB en 200 minuten krijgt voor 'maar â‚¬10'. Dit wordt zowel visueel als via de voice-over benadrukt. CEP_03 (Snelheid) is aanwezig door de expliciete tekst 'Supersnel' die bij de iPhone 16 wordt getoond. CEP_05 (Bundel/Combi-voordeel) is geselecteerd omdat de voice-over expliciet de mogelijkheid noemt om de databundel te combineren met een iPhone 16, wat een combinatievoordeel is. De overige CEPs zijn afwezig: er wordt niet gesproken over ongelimiteerde data (30GB is een limiet), netwerkdekking, betrouwbaarheid, TV/streaming, klantenservice of duurzaamheid. De focus ligt puur op de prijs en de hoeveelheid data van de aanbieding.
BEN;Social Media;https://adintel.nl.nielsen.com/kreationserver/kreation/18/310374767?0000000000005CNEQHTlNMVXYAB1taX1x5AwcNDFlTKlNVVVhcVngFXwgKCwB2X1ZORUwMK0RcTlheS31VUEJbXVFhVFJeU11Vf1ZEEQ**;310374767;5 008;Sales;Functioneel;FALSE;FALSE;TRUE;FALSE;TRUE;Aanwezig (dominant);FALSE;Afwezig;TRUE;Afwezig;TRUE;TRUE;Continu;FALSE;FALSE;Rechtsonder;Afwezig;Algemeen;Afwezig;Toegankelijk;De advertentie heeft als hoofddoel 'Sales' omdat het een specifieke deal (â‚¬7,50 voor een Sim Only abonnement) promoot met een directe 'Shoppen' call-to-action. De benadering is 'Functioneel' door de nadruk op concrete productkenmerken: prijs, data (6GB), belminuten en het wegvallen van aansluitkosten. Er worden geen bekende personen, humor, dieren of personen ingezet. De slogan 'zonder poespas' wordt in de caption gebruikt. De visuele stijl (helderblauw, simpele typografie) is zeer herkenbaar voor Ben, waardoor 'DBA - Style Keuze' waar is en de merkkleur 'Aanwezig (dominant)' is. Het is een statische afbeelding, dus geluidselementen als muziek of soundlogo zijn 'Afwezig'. De afzender 'Ben' is direct duidelijk (logo in beeld, accountnaam), waardoor 'Mystery Ad' volgens de schemadefinitie op 'True' staat ('Het is direct duidelijk welk merk het is'). Het logo is constant zichtbaar ('Continu'), onder andere 'Rechtsonder'. De doelgroep is 'Algemeen' door de focus op een laaggeprijsde, simpele deal die een brede groep prijsbewuste consumenten aanspreekt. Het imago is 'Toegankelijk' vanwege de lage prijs en de 'zonder poespas'-communicatie. Er is geen MVO-thema.;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;De CEP's zijn gekozen op basis van expliciete tekst in de advertentie. CEP_01 (Prijs) is aanwezig door de prominente weergave van 'â‚¬7,50 /mnd' en de tekst 'de beste deals zonder poespas'. CEP_02 (Aanbieding) is duidelijk door de tekst 'Nu tijdelijk zonder aansluitkosten' en de vermelding van 'deals'. CEP_03 (Snelheid) en CEP_08 (Netwerkkwaliteit/betrouwbaarheid) worden beide benoemd in de caption: 'Snel en betrouwbaar 5G netwerk'. CEP_06 (Unlimited data) is niet van toepassing, aangezien er expliciet '6 GB' wordt genoemd. Andere CEPs zoals bundelvoordeel, TV-aanbod of klantenservice worden niet in de advertentie genoemd.
BEN;Social Media;https://adintel.nl.nielsen.com/kreationserver/kreation/18/339156757?0000000000005CNEQHTlNMAC0CBwpQCl0rBF4KWldXLQcADl1eV3teA1pdDFUqVF9ORUwMK0RcTlheS31VUEJbXVFhVFJeU11Vf1ZEEQ**;339156757;1 940;Branding;Emotioneel;FALSE;TRUE;TRUE;FALSE;TRUE;Aanwezig (dominant);TRUE;Instrumentaal;FALSE;Aanwezig (deels);FALSE;TRUE;Afwezig;FALSE;TRUE;Centraal;Lezer;Millennials;Afwezig;Toegankelijk;De advertentie focust op het versterken van het merk 'Ben' als de 'zonder poespas' aanbieder, wat het objectief 'Branding' maakt. De sfeer is luchtig en herkenbaar (een snackbarscÃ¨ne), wat inspeelt op emotie ('Emotioneel') en lichte humor gebruikt. Er zijn geen bekende personen te zien. De slogan 'De beste deals zonder poespas', het soundlogo aan het einde en de dominante blauwe merkkleur op de eindkaart zijn duidelijke Distinctive Brand Assets (DBA's). De stijl van eenvoud sluit hier naadloos op aan. Het is geen mystery ad, want de merknaam wordt pas aan het eind onthuld. Een voice-over leest de slogan aan het einde voor ('Aanwezig (deels)'). Het logo verschijnt alleen op de eindkaart, centraal in beeld. De hoofdpersoon kijkt de kijker ('Lezer') aan op een cruciaal moment. De focus op eenvoud en goede deals spreekt met name Millennials aan, die waarde voor geld en gemak zoeken. Er is geen MVO-thema. Het imago dat wordt neergezet is 'Toegankelijk' door de nadruk op eenvoud en deals.;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;De analyse van de Category Entry Points (CEPs) leidt tot een duidelijke conclusie. De commercial draait volledig om de slogan 'De beste deals zonder poespas'. Het woord 'deals' is een direct synoniem voor aanbiedingen en acties, wat CEP_02 (Aanbieding) activeert. De rest van de advertentie focust op het 'zonder poespas' aspect, wat betekent dat complexiteit bewust wordt vermeden. Hierdoor worden alle andere CEPs, zoals die over technische specificaties (snelheid, dekking, kwaliteit), bundelopties, service of duurzaamheid, niet benoemd of getoond. De boodschap is enkelvoudig: Ben biedt goede deals op een simpele, ongecompliceerde manier. Daarom is alleen CEP_02 als aanwezig gemarkeerd.
BEN;Online display;https://adintel.nl.nielsen.com/kreationserver/kreation/16/309535917?0000000000005CNEQHTlNMVHpeUFpbCwMuU1BbWAoDKlUCDgsPAC4FXw5bDVQqVlVORUwMK0RcTlheS31VUEJbXVFhVFJeU11Vf1ZEEQ**;309535917;0;Sales;Functioneel;FALSE;FALSE;FALSE;FALSE;TRUE;Aanwezig (dominant);FALSE;Afwezig;FALSE;Afwezig;TRUE;TRUE;Continu;FALSE;FALSE;Rechtsonder;Afwezig;Generatie Z;Afwezig;Toegankelijk;Objectief: Sales, de advertentie is gericht op directe verkoop met een specifieke prijs (â‚¬8,00) en aanbieding. Valence: Functioneel, de focus ligt op concrete specificaties zoals de telefoon (Samsung Galaxy A34), de bundel (12 GB, 200 min/sms), de prijs en de technologie (5G). DBA's: De helderblauwe kleur en directe stijl zijn herkenbaar voor Ben, dus Style Keuze is True en Kleur van logo is Aanwezig (dominant). De bekende slogan 'Ik ben Ben' wordt niet gebruikt. Logo: Het is een statische afbeelding, dus het logo is continu zichtbaar (begin, eind en continu) in de rechteronderhoek. Personen/Dieren/Humor: Niet aanwezig in de afbeelding. Mystery Ad: False, de afzender 'Ben' is direct zichtbaar via het logo en de 'Gesponsord' tag. Doelgroep: De combinatie van een zeer lage prijs en een moderne smartphone met 5G richt zich sterk op een jonge, prijsbewuste doelgroep zoals Generatie Z. Imago: De focus op een lage prijs en een duidelijke deal positioneert het merk als Toegankelijk.;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;CEP_01 (Prijs) is True omdat de prijs van 'â‚¬8,00' prominent wordt weergegeven en er wordt geadverteerd met 'Nu tijdelijk zonder aansluitkosten'. CEP_02 (Aanbieding) is True vanwege de vele actie-elementen: de kreet 'Hebbes!', de vermelding 'Nu tijdelijk...' en het gratis cadeau ('Galaxy Buds Live cadeau'). CEP_03 (Snelheid) is True omdat de tekst expliciet 'Standaard 5G bij je abonnement' en 'upgrade naar extra snel 5G' benoemt. De overige CEP's zijn False omdat de advertentie geen informatie geeft over landelijke dekking, combi-pakketten, unlimited data (er staat 12 GB), flexibiliteit van de bundel, netwerkkwaliteit, TV-aanbod, klantenservice of duurzaamheid.
BEN;Social Media;https://adintel.nl.nielsen.com/kreationserver/kreation/18/293890087?0000000000005CNEQHTlNMVn5RV1oKWlZ2V1ZUDFgEeV9VDVleUXpfXlsID1AqUV5ORUwMK0RcTlheS31VUEJbXVFhVFJeU11Vf1ZEEQ**;293890087;1 903;Sales;Functioneel;FALSE;FALSE;TRUE;FALSE;TRUE;Aanwezig (dominant);FALSE;Afwezig;TRUE;Afwezig;TRUE;TRUE;Continu;FALSE;FALSE;Centraal;Afwezig;Millennials;Afwezig;Toegankelijk;Objectief: Sales, omdat de advertentie een specifieke deal (â‚¬10 voor 15GB) en een 'Shoppen' knop toont, gericht op directe verkoop. Valence: Functioneel, de focus ligt op de concrete productkenmerken (data, prijs) en de boodschap 'zonder poespas'. Bekende Personen/Humor: Beide afwezig, er zijn geen personen en de toon is informeel maar niet humoristisch. DBA - Slogan: True, de tekst 'de beste deals zonder poespas' wordt gebruikt, wat een herkenbare boodschap is voor Ben. DBA - Karakter: False, er is geen mascotte. DBA - Style Keuze: True, de heldere, simpele stijl met de blauwe en gele kleuren is kenmerkend voor Ben. DBA - Kleur van logo: Aanwezig (dominant), de merkkleur blauw vormt de hele achtergrond. Soundlogo/Music/Voice-over: Afwezig, het is een statische afbeelding. Mystery Ad: True, de uitleg van de output option 'True' is 'Het is direct duidelijk welk merk het is', wat hier het geval is (merknaam Ben is prominent aanwezig). Logo Start/End/Visible: True/True/Continu, het is een statische afbeelding waarop het logo constant zichtbaar is. Dier/Personen: False. Logo Locatie: Centraal, het logo staat op de simkaart in het midden. Kijkrichting: Afwezig, er zijn geen personen. Doelgroep: Millennials, gezien de focus op een laaggeprijsde, simpele Sim Only-deal. MVO: Afwezig, geen maatschappelijke thema's. Imago: Toegankelijk, de lage prijs en 'zonder poespas' boodschap benadrukken toegankelijkheid.;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;CEP_01 (Prijs): True, de prijs van 'â‚¬10,00' wordt zeer prominent en visueel benadrukt. CEP_02 (Aanbieding): True, de term 'de beste deals' en de uitroep 'Hebbes!' positioneren het aanbod als een aantrekkelijke actie. CEP_03 (Snelheid): True, de tekst onder de afbeelding noemt expliciet een 'Snel en betrouwbaar 5G netwerk'. CEP_04 (Netwerkdekking): False, er wordt geen melding gemaakt van landelijke dekking of 'overal' bereik. CEP_05 (Bundel/Combi-voordeel): False, het is een Sim Only aanbod zonder verwijzing naar combi-pakketten. CEP_06 (Unlimited data): False, de bundel heeft een expliciete limiet van '15 GB'. CEP_07 (Bundelgrootte/flexibiliteit): False, er wordt Ã©Ã©n specifieke bundel getoond zonder keuzemogelijkheden of flexibiliteit te benoemen. CEP_08 (Netwerkkwaliteit/betrouwbaarheid): True, de tekst benoemt een 'betrouwbaar 5G netwerk', wat direct een sleutelwoord is voor deze CEP. CEP_09, CEP_10, CEP_11 zijn allen False omdat er geen sprake is van TV-aanbod, klantenservice of duurzaamheid in de advertentie.
BEN;Social Media;https://adintel.nl.nielsen.com/kreationserver/kreation/18/307604547?0000000000005CNEQHTlNMUn1WUFlaVwN8VVZdDVxVLABTDVwPVy4EUAkMC1MtXlJORUwMK0RcTlheS31VUEJbXVFhVFJeU11Vf1ZEEQ**;307604547;1 899;Sales;Functioneel;FALSE;FALSE;TRUE;FALSE;TRUE;Aanwezig (dominant);TRUE;Instrumentaal;FALSE;Aanwezig (deels);TRUE;TRUE;Af en toe;FALSE;TRUE;Linksonder;Lezer;Generatie Z;Afwezig;Toegankelijk;"Objectief is 'Sales' omdat de advertentie een specifieke deal promoot (Samsung A34 voor â‚¬10/maand) met als doel directe verkoop. De Valence is 'Functioneel' omdat de nadruk ligt op de praktische voordelen zoals de prijs, de bundelinhoud en het wegvallen van de aansluitkosten. De DBA's van Ben zijn duidelijk aanwezig: de blauwe merkkleur is dominant, de slogan 'De beste deals zonder poespas' wordt getoond, en de soundlogo is aan het einde te horen. De stijl is consistent met het 'zonder poespas' imago. Er zijn geen bekende personen of humor. De advertentie is geen Mystery Ad; het merk Ben is vanaf het begin zichtbaar en hoorbaar. Er is een persoon die de kijker direct aankijkt, wat de kijkrichting 'Lezer' maakt. De doelgroep is 'Generatie Z' gezien het lage prijspunt en de presentatie als social media reel. Het imago is 'Toegankelijk' door de focus op lage prijzen en simpele deals.";TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;De analyse van de commercial leidt tot de selectie van twee CEPs. CEP_01 (Prijs) is 'True' omdat de lage prijs van 'â‚¬10,- per maand' de kern van de boodschap is en prominent wordt weergegeven. CEP_02 (Aanbieding) is 'True' omdat de hele advertentie is opgebouwd als een 'deal' (met de kreet 'Hebbes!') en een tijdelijke actie bevat, namelijk 'Nu tijdelijk zonder aansluitkosten'. Alle andere CEPs zijn 'False' omdat de advertentie geen enkele informatie of claim bevat over netwerksnelheid (CEP_03), dekking (CEP_04), combi-voordeel (CEP_05), unlimited data (CEP_06), bundelflexibiliteit (CEP_07), netwerkkwaliteit (CEP_08), TV-aanbod (CEP_09), klantenservice (CEP_10) of duurzaamheid (CEP_11).
